temperature,humidity,rainfall,label
20.56601874,14.25803981,83.75937135,Soyabeans
17.22385224,15.82069268,76.57580954,Soyabeans
19.69141713,19.44225438,91.76071648,Soyabeans
17.84851658,19.09172907,76.32470713,Soyabeans
18.8202251,16.1074793,89.73119396,Soyabeans
17.47500984,16.54314829,93.35034262,Soyabeans
18.72649425,17.58406365,81.20176515,Soyabeans
18.65580107,16.17772668,81.70769297,Soyabeans
18.2356751,19.68538502,83.74879344,Soyabeans
18.81198127,15.21618225,77.5429424,Soyabeans
18.65054116,17.80852431,77.92798682,Soyabeans
20.36720401,16.89574311,82.2545577,Soyabeans
18.38120357,16.63805158,70.52056697,Soyabeans
17.17012591,17.30457712,72.78624223,Soyabeans
19.37101121,15.77458129,85.24819851,Soyabeans
17.92845928,14.27327988,85.37378769,Soyabeans
19.45339934,18.23490739,75.6317566,Soyabeans
19.12829388,14.92241479,89.61857826,Soyabeans
19.1034283,17.26184541,75.49101167,Soyabeans
17.48504075,16.96070581,86.05078037,Soyabeans
19.40751744,18.98030507,80.25064637,Soyabeans
20.18649426,19.63719995,78.26039559,Soyabeans
17.30287885,15.15405941,75.57790384,Soyabeans
17.50361137,15.48083156,72.9446671,Soyabeans
18.17234999,14.70085967,90.7760707,Soyabeans
17.57445618,16.71826572,77.81891424,Soyabeans
20.93175255,18.91295403,78.06910795,Soyabeans
19.71098332,17.63879418,85.57925437,Soyabeans
19.07937684,17.86754927,69.40619137,Soyabeans
18.54988627,16.02542689,76.32565249,Soyabeans
18.19903647,17.41333199,80.6405403,Soyabeans
18.88852533,14.99451145,80.1113384,Soyabeans
18.49311205,14.72115044,91.94595352,Soyabeans
19.48974337,17.17260319,87.51312796,Soyabeans
17.25769499,18.74943955,94.00287214,Soyabeans
19.62416326,18.71483156,88.4585692,Soyabeans
20.67526473,19.85388984,84.78344008,Soyabeans
20.02381489,16.63294455,68.97806542,Soyabeans
20.1187446,14.44228303,88.68168643,Soyabeans
20.65691793,15.84572566,65.23811143,Soyabeans
19.2582557,14.2804191,65.78042032,Soyabeans
17.927806,15.85622899,74.63872762,Soyabeans
19.16288268,15.83500655,82.69766829,Soyabeans
20.26942271,19.96978871,69.64449182,Soyabeans
17.09104223,18.25142068,87.27444866,Soyabeans
17.06579293,17.54024066,70.87150577,Soyabeans
20.62767492,14.44008871,92.06630306,Soyabeans
20.8248451,17.85057083,79.20509212,Soyabeans
19.46210401,18.72831993,68.81405149,Soyabeans
17.18248372,16.42891834,72.85017344,Soyabeans
17.48911699,16.39055394,79.45758333,Soyabeans
17.48395377,14.76014523,65.11365631,Soyabeans
19.48316794,17.44534641,80.4986291,Soyabeans
19.71359733,18.09665739,73.64476535,Soyabeans
19.48649305,16.06240074,81.5284269,Soyabeans
19.95264829,14.82633099,88.6810311,Soyabeans
19.41789736,16.80472243,68.4951189,Soyabeans
19.45591848,18.02235902,78.44910564,Soyabeans
20.19137759,16.41998269,77.33795356,Soyabeans
18.8392908,14.74071856,94.78189594,Soyabeans
20.71219282,19.83643308,94.03659867,Soyabeans
18.99424448,15.9362937,78.69707199,Soyabeans
19.96837462,15.57324389,69.15759062,Soyabeans
17.81564548,17.60756635,90.82097601,Soyabeans
20.71424384,15.27824066,76.77888672,Soyabeans
17.34150229,18.75626255,67.9545435,Soyabeans
17.43732714,14.33847406,73.0926704,Soyabeans
18.89780215,19.76182946,69.09512477,Soyabeans
18.59190771,14.77959596,89.60982451,Soyabeans
18.31561493,15.36143547,81.78710463,Soyabeans
17.13692774,20.59541693,128.256862,beans
19.63474332,18.90705639,106.3598183,beans
22.91350245,21.33953114,109.225556,beans
16.43340342,24.24045875,140.3717815,beans
22.13974653,23.02251117,76.64128258,beans
17.84806561,18.77621951,143.0984171,beans
19.88394011,20.31564139,60.91974792,beans
19.32509638,23.3334788,104.7783947,beans
18.4167001,23.42829938,132.9801054,beans
21.81167649,23.20591245,130.0608093,beans
19.72702528,18.28173015,143.7630894,beans
17.15432954,19.87070659,87.99669731,beans
19.62207826,18.67170854,144.1567454,beans
21.63149148,21.17919701,134.3649948,beans
16.06522754,18.72479695,88.06638775,beans
20.61162204,24.36314135,69.63833855,beans
21.42451099,20.39659714,116.5206923,beans
19.07096165,21.21092266,86.21917578,beans
21.18853178,19.63438599,137.1948633,beans
23.0429097,22.42610972,108.3684316,beans
20.65375833,23.10538637,67.71768947,beans
18.09551014,18.29318436,144.7902323,beans
18.23775702,21.07643273,69.44951585,beans
17.48189735,18.8251973,121.9401369,beans
19.9191786,21.47324158,82.68554379,beans
20.27514686,23.2353604,139.7521543,beans
15.77370214,19.2303162,108.3441414,beans
16.71170642,19.17651433,96.77285817,beans
17.66148158,18.15302753,100.6711761,beans
18.50692825,23.61670065,87.0513289,beans
24.51324787,20.81527638,64.19497947,beans
18.87614998,24.54038287,105.4120514,beans
21.59343016,20.31871249,61.13872036,beans
20.12373284,24.45202552,106.158201,beans
15.43546065,18.37477907,139.0302034,beans
22.64236876,21.59396123,122.3886015,beans
21.98560799,24.87304788,129.5650601,beans
20.53052663,18.09224048,120.4509288,beans
15.78601387,21.14544088,95.17028129,beans
19.6365349,19.68751084,96.65888933,beans
20.57341244,19.7520218,87.87869161,beans
20.16080524,24.84207559,138.2362122,beans
21.53989176,24.25386207,120.6913038,beans
15.53834801,23.75560241,107.3850593,beans
19.91853092,20.70099804,108.6434544,beans
20.76952209,18.93146941,109.0193712,beans
23.46168338,23.22197648,95.84253438,beans
24.32116642,21.0278674,60.27552528,beans
20.12574053,24.96969858,100.0497183,beans
21.80619564,18.57086554,125.0972687,beans
19.52226241,24.92607153,113.334026,beans
17.00067625,19.90790546,103.2926407,beans
16.78791503,24.96881755,75.45328039,beans
24.84906168,22.89464642,62.21292186,beans
16.51783455,20.4555596,98.77794225,beans
18.15300153,19.38602098,107.6907964,beans
23.18864385,22.3104551,63.38208822,beans
23.38002569,21.98879437,87.66898664,beans
18.358923,19.37703396,138.414764,beans
19.25975367,20.51346956,94.9533526,beans
22.95458237,24.03553105,107.7315386,beans
20.120043,22.89845607,104.6252153,beans
21.14011423,22.7182355,141.6056722,beans
24.92360104,18.22590825,62.7089169,beans
15.33042636,24.91506728,135.3315583,beans
18.81097271,21.27833035,125.084915,beans
23.44260668,22.77255917,107.4137246,beans
22.8352024,18.97267518,63.59276673,beans
24.9035819,22.27512704,146.4727237,beans
23.78709569,24.35679348,119.6404412,beans
22.05592283,19.60379304,126.7265372,beans
18.87492997,20.18238348,134.1811718,beans
18.62328774,23.02410338,135.3378033,beans
23.00884744,18.86880997,100.118612,beans
19.33162606,24.13995025,68.51253427,beans
16.24469193,21.35793891,66.97053257,beans
17.91652287,24.90814655,69.14681022,beans
15.46789263,21.43780702,88.88796102,beans
17.06104474,23.77201471,81.83420522,beans
21.32776028,18.48522915,109.1013261,beans
23.90910104,20.74619325,81.60211243,beans
23.89756791,22.74378977,112.6616435,beans
22.98666928,20.57940608,143.8584938,beans
21.35135729,22.91244883,146.4548645,beans
24.1638445,19.27907819,116.7324324,beans
24.62835037,18.18325169,149.7441028,beans
21.02213209,24.93896255,124.6118471,beans
17.30844532,20.01730914,115.199245,beans
23.82576704,24.75485098,84.64143632,beans
19.30607278,23.96362799,129.3449326,beans
16.03768615,22.33195853,130.3900798,beans
19.18572809,20.83398341,80.15293435,beans
19.92889503,21.79992115,64.02640797,beans
19.56376468,24.67385131,139.2921004,beans
18.31357543,24.32991649,76.14153904,beans
20.10993761,23.22323766,73.36386477,beans
23.60506572,21.90539577,100.5978728,beans
19.73136909,24.89487354,84.06354115,beans
20.93409877,21.1893007,133.1914419,beans
18.78226261,20.24768314,104.2570723,beans
36.51268371,57.92887167,122.6539694,peas
36.89163721,62.73178224,163.7266551,peas
29.23540524,59.38967583,103.3301803,peas
27.33534897,43.35795962,142.3303677,peas
21.0643684,55.46985938,184.6226709,peas
30.33276599,42.35249879,149.299952,peas
31.80130272,45.03186173,147.0361442,peas
33.18184225,38.23184742,198.8298806,peas
29.38538562,63.47742011,90.05422663,peas
30.27374995,67.38680755,127.7767134,peas
35.45790488,68.75810535,108.6333046,peas
33.80020039,40.03262418,176.6165894,peas
28.69180475,49.47225353,96.36222901,peas
31.24021696,56.67369054,122.0146733,peas
28.98039357,57.23265151,120.7435664,peas
27.32198928,34.13737127,96.51524028,peas
21.47607807,38.80023714,180.382234,peas
18.31910448,34.69776639,107.4721605,peas
36.97794384,37.73992903,161.4812963,peas
24.80467592,40.1242747,121.5639121,peas
19.3479443,55.96805489,194.5921148,peas
28.88302142,50.12323801,179.2155874,peas
19.54314136,47.19188279,192.4372194,peas
24.7741949,50.54621094,114.2821387,peas
18.33124824,38.40975482,139.6483317,peas
19.14729038,45.3733757,132.7748215,peas
28.23416057,49.4421345,186.5008581,peas
30.11812084,34.13307843,157.0858232,peas
33.4126864,35.42910045,139.6702541,peas
24.18553163,46.68746847,177.3377996,peas
26.88630675,41.69617915,94.46748008,peas
31.33170829,57.97429171,161.7820226,peas
33.30711818,67.07780816,108.5090168,peas
23.45379018,46.48714759,150.8712202,peas
34.53823889,39.04468913,168.5948318,peas
19.50112224,34.51086611,197.3752649,peas
28.76794904,37.57792132,91.72084869,peas
30.97758716,32.24914235,180.716828,peas
18.39759147,36.82639309,93.12330644,peas
35.09357419,30.98685456,116.9106908,peas
34.93174223,30.40046769,159.2649827,peas
29.50523036,35.72032498,187.8961851,peas
34.51934775,47.52980027,129.0064612,peas
28.43430726,52.10010827,147.0414824,peas
18.41645629,34.80541039,163.2747473,peas
31.07508973,47.19847683,91.31256412,peas
20.89342749,46.24856523,195.5697875,peas
30.90607799,52.79913039,170.9919828,peas
27.9348279,66.45457122,145.3728801,peas
35.95176642,36.52780776,136.0456753,peas
19.54317155,56.92831399,173.1686574,peas
19.63736208,32.31528909,176.4134092,peas
31.2192752,56.46868874,129.2028653,peas
33.50876355,45.70976142,126.6738117,peas
24.80710166,45.01110015,188.4928637,peas
36.20970524,31.94550613,191.0658531,peas
30.50420876,35.48885969,162.5927723,peas
26.01630259,49.94704718,160.3337447,peas
31.48469278,35.6395615,100.546816,peas
33.15122581,32.45974539,105.0380275,peas
23.50222822,51.29019509,192.3023991,peas
34.87248659,38.83786012,148.2502786,peas
28.09269012,44.93322042,197.1144011,peas
24.54757829,57.3414485,118.3606557,peas
33.64769646,48.41490082,100.4673278,peas
20.5591255,60.54880693,191.0895109,peas
19.95991719,59.33157782,195.787103,peas
28.87667593,62.4901206,182.2688175,peas
36.04353699,43.61444121,159.8938645,peas
23.6734328,47.2879691,141.1250722,peas
25.74679443,40.7192594,100.7791633,peas
31.08564994,66.68832981,175.9303271,peas
18.72987676,61.33186249,139.8710041,peas
29.50304807,63.46513414,189.5208915,peas
20.43517772,39.37252634,137.2279662,peas
36.00415838,56.01334416,134.8596466,peas
31.46846241,35.39454002,174.5723999,peas
36.30049702,56.03021253,101.6073988,peas
29.49096726,67.10604388,153.2504506,peas
30.5753044,34.75591197,177.5764304,peas
24.69487673,59.96669215,91.95792434,peas
23.17409556,36.67847052,162.5931264,peas
19.04380471,33.10695144,155.3705624,peas
29.32379604,45.93248374,165.4113371,peas
34.6455408,54.32342534,180.9009998,peas
21.9989826,56.31006755,136.8274312,peas
22.99774444,60.24218572,159.689339,peas
30.55992394,35.29006485,178.8998611,peas
31.46417866,48.17631461,165.405354,peas
25.95058595,40.58227261,109.1821183,peas
21.01142393,69.69141302,185.2039114,peas
19.25100056,47.70351758,149.063196,peas
19.24462755,50.54495302,180.6465282,peas
22.47253208,62.56532471,96.74706956,peas
36.75087487,58.25799145,124.6028153,peas
29.89286629,66.35375127,198.1403003,peas
29.37735586,44.82294584,172.40168,peas
29.65052947,42.89833235,186.9226052,peas
19.54284889,66.34777265,173.1106982,peas
20.04611791,48.93905624,122.4564203,peas
27.91095209,64.70930606,32.67891866,groundnuts
27.32220619,51.27868781,36.5037914,groundnuts
28.66024187,59.3189118,36.92629678,groundnuts
29.02955344,61.09387478,72.98016599,groundnuts
27.78031515,54.65030015,32.05025323,groundnuts
31.99928579,54.1077461,71.6266696,groundnuts
27.33580911,55.27755933,73.44775287,groundnuts
28.92952635,53.57014709,66.35634104,groundnuts
27.65472156,58.59986279,36.94255012,groundnuts
28.52396666,55.77264351,61.32935611,groundnuts
31.02215872,45.89239456,53.56783314,groundnuts
25.74095321,45.38497051,67.43488235,groundnuts
31.70447482,56.85420099,44.94317432,groundnuts
24.47876451,58.51663927,34.96933295,groundnuts
31.46511256,51.79939437,74.44330654,groundnuts
25.60973447,50.7330069,53.39249517,groundnuts
30.30260453,47.18283631,68.04039813,groundnuts
28.17489437,43.6672299,45.78172762,groundnuts
25.50634557,44.8302551,74.32635105,groundnuts
31.12896766,43.58788762,32.76742894,groundnuts
26.34043268,55.59160391,35.1051197,groundnuts
28.23494706,61.5620517,72.66666443,groundnuts
27.04453473,49.32609633,48.25207759,groundnuts
25.16125354,55.25435777,40.89732789,groundnuts
27.3179125,51.66921088,32.55919573,groundnuts
25.4123765,49.66474269,31.87416982,groundnuts
31.21629982,46.01868196,53.1205277,groundnuts
30.573999,58.22686794,62.74803826,groundnuts
25.42517036,53.2208266,46.19374559,groundnuts
27.09400578,43.65305437,41.53749535,groundnuts
24.30935081,56.32938343,58.99536268,groundnuts
30.06142622,45.90067655,41.0550915,groundnuts
28.09568993,60.9835384,33.84110759,groundnuts
26.33908791,40.00933429,55.50429227,groundnuts
28.61409059,57.14218792,57.02891698,groundnuts
28.70012137,44.359648,44.11622138,groundnuts
24.21610338,59.79236306,42.24783476,groundnuts
28.50677929,45.20094476,66.1761456,groundnuts
25.97948991,64.95585424,72.19245835,groundnuts
30.88482722,41.36561835,55.053805,groundnuts
25.5042419,61.66852372,65.07981523,groundnuts
25.12528913,51.33189406,38.48678973,groundnuts
27.10508014,63.56791363,62.20279647,groundnuts
31.1006247,44.82069159,70.79934452,groundnuts
26.45707778,56.40226277,64.16167699,groundnuts
30.04132304,63.56222995,31.83192392,groundnuts
27.77799528,54.82130787,50.28438729,groundnuts
30.99256944,43.02151392,58.27600682,groundnuts
26.4908332,47.36534833,36.99362831,groundnuts
31.96987867,57.17377029,64.25520357,groundnuts
25.36140526,46.82652785,55.60523179,groundnuts
25.54249137,56.96640758,48.46797044,groundnuts
28.99319096,62.85948245,70.4713043,groundnuts
29.34317422,60.50320928,34.03335472,groundnuts
28.63618921,61.39451307,68.54877876,groundnuts
24.83206631,44.17085032,52.0810886,groundnuts
25.44689075,58.55363573,57.04826619,groundnuts
31.01274943,62.40392519,63.77192383,groundnuts
27.06179658,52.3003173,60.74583498,groundnuts
27.0956288,42.26206161,71.1271039,groundnuts
28.56800579,57.30636014,64.53027638,groundnuts
28.79929247,49.84213387,40.85534718,groundnuts
27.94293692,45.41393636,69.66289997,groundnuts
30.47757686,61.58245338,61.86633917,groundnuts
30.58139475,50.77148138,64.58559639,groundnuts
26.85911286,41.81420849,44.13827124,groundnuts
26.31051759,61.18749126,35.73403813,groundnuts
28.77833449,44.2252605,33.95825723,groundnuts
28.90245417,43.35365671,71.90018566,groundnuts
29.37687468,57.69622912,38.34303462,groundnuts
24.17093241,58.25204566,59.18953429,groundnuts
26.65333029,59.79023382,36.91852635,groundnuts
28.19912143,53.50567601,52.13580529,groundnuts
28.76488954,52.62741529,55.21606732,groundnuts
29.3499706,61.25353851,40.82840673,groundnuts
28.00937423,52.60950014,36.01203025,groundnuts
26.85851927,48.8246387,34.7426459,groundnuts
31.2123945,40.92604945,53.78769958,groundnuts
24.20422636,61.43378674,46.0203959,groundnuts
29.98835437,49.60384796,52.92929636,groundnuts
29.93964907,54.61813464,45.43669946,groundnuts
31.2119298,41.55934359,68.80141783,groundnuts
26.80474415,48.23991436,43.87801983,groundnuts
31.49398069,62.84916863,64.56807592,groundnuts
30.99694676,46.42693735,38.31597852,groundnuts
29.61253065,63.04749127,50.1978269,groundnuts
29.97604322,57.03184356,44.86052932,groundnuts
30.88883074,52.62696801,55.51932414,groundnuts
30.39321309,60.16299493,35.37493212,groundnuts
30.43683729,55.20522037,30.92014047,groundnuts
25.32688786,63.18180319,32.71129281,groundnuts
30.53684308,59.96664731,33.48919022,groundnuts
30.38257873,40.5926071,47.95406479,groundnuts
24.01825377,53.76623369,35.03404425,groundnuts
28.69841277,61.14754363,65.67591794,groundnuts
29.33743412,49.00323081,42.44054315,groundnuts
27.96583691,61.34900107,70.10472076,groundnuts
24.86803974,48.27531965,63.9187654,groundnuts
25.87682261,45.96341933,38.53254678,groundnuts
31.01963639,49.9767522,32.81296548,groundnuts
27.43329405,87.80507732,54.73367631,cowpeas
28.3340432,80.77275974,38.7976407,cowpeas
27.01470397,84.34262707,55.296354,cowpeas
28.17432665,81.04554836,36.35720652,cowpeas
29.87888063,87.32761241,44.75215854,cowpeas
29.89232778,89.71503316,42.99498978,cowpeas
28.56212158,83.24855855,56.48265193,cowpeas
27.53592929,85.5701901,53.01899249,cowpeas
29.68361658,87.93598094,41.82490236,cowpeas
28.14448546,82.1193047,46.75690086,cowpeas
29.53037621,86.73346018,59.87232071,cowpeas
27.88352946,86.45147631,44.64407105,cowpeas
28.22471276,82.35916228,44.01206619,cowpeas
29.008124,84.96089355,45.91011391,cowpeas
29.75538903,86.45193297,37.54602719,cowpeas
29.78416743,85.16906976,40.77872823,cowpeas
27.8640132,80.4513142,42.83053902,cowpeas
27.11026483,84.96771717,51.52617423,cowpeas
27.11030369,83.64274107,49.11964582,cowpeas
28.95451232,89.07866095,57.65901369,cowpeas
29.21780035,87.93724219,43.1386631,cowpeas
28.7420098,85.81675947,48.54598575,cowpeas
29.65021184,80.29868321,56.76278363,cowpeas
27.23924995,86.404241,37.31236904,cowpeas
28.95172351,81.67085323,56.51103293,cowpeas
28.18837136,82.60629652,37.01110438,cowpeas
28.30041493,86.20681554,50.47333854,cowpeas
27.89636126,88.71782287,57.79863368,cowpeas
28.6899851,87.50436797,44.56598352,cowpeas
